ERR1630014	73715573	81
ERR1630014	1057516646	3
ERR1630014	386134231	12
ERR1630014	397508179	1
ERR1630014	886044712	88
ERR1630014	10229820	35
ERR1630015	73715573	82
ERR1630015	886044712	92
ERR1630015	10229820	37
ERR1630016	73715573	34
ERR1630016	1057516646	1
ERR1630016	386134231	3
ERR1630016	886044712	34
ERR1630016	10229820	17
ERR1630017	73715573	20
ERR1630017	886044712	20
ERR1630017	10229820	14
ERR1630018	73715573	42
ERR1630018	386134231	3
ERR1630018	886044712	42
ERR1630018	10229820	22
ERR1630019	371815480	3
ERR1630019	150914702	1
ERR1630019	397508614	1
ERR1630019	1057516457	2
ERR1630019	10234329	1
ERR1630019	113857788	1
ERR1630019	180783619	1
ERR1630019	397508681	1
ERR1630019	886061953	1
ERR1630019	886061954	1
ERR1630019	146818281	3
ERR1630020	139688774	2
ERR1630020	73715573	20
ERR1630020	886061955	6
ERR1630020	397508179	1
ERR1630020	886044712	19
ERR1630020	10229820	16
ERR1630021	73715573	74
ERR1630021	121908796	1
ERR1630021	397508179	2
ERR1630021	886044712	73
ERR1630021	10229820	41
ERR1630022	73715573	101
ERR1630022	386134231	4
ERR1630022	149353983	3
ERR1630022	397508179	4
ERR1630022	397508178	4
ERR1630022	886044712	98
ERR1630022	10229820	54
ERR1630022	1800073	3
ERR1630023	73715573	32
ERR1630023	397508179	1
ERR1630023	886044712	33
ERR1630023	10229820	14
ERR1630024	73715573	7
ERR1630024	201381687	4
ERR1630024	886044712	7
ERR1630024	10229820	3
ERR1630025	73715573	244
ERR1630025	397508179	1
ERR1630025	886044712	248
ERR1630025	10229820	81
ERR1630026	73715573	48
ERR1630026	201381687	1
ERR1630026	397508179	2
ERR1630026	886044712	51
ERR1630026	10229820	20
ERR1630027	73715573	121
ERR1630027	121908796	1
ERR1630027	1057516646	3
ERR1630027	201381687	2
ERR1630027	386134231	9
ERR1630027	397508179	2
ERR1630027	397508178	1
ERR1630027	886044712	134
ERR1630027	10229820	95
ERR1630028	73715573	111
ERR1630028	1057516646	5
ERR1630028	386134231	7
ERR1630028	397508179	5
ERR1630028	397508178	1
ERR1630028	886044712	109
ERR1630028	10229820	66
ERR1630029	34010645	1
ERR1630029	73715573	52
ERR1630029	201381687	1
ERR1630029	397508179	1
ERR1630029	397508178	1
ERR1630029	886044712	52
ERR1630029	10229820	20
ERR1630030	73715573	194
ERR1630030	1057516646	4
ERR1630030	386134231	12
ERR1630030	397508179	5
ERR1630030	397508178	3
ERR1630030	886044712	198
ERR1630030	10229820	124
ERR1630031	73715573	1
ERR1630031	886044712	1
ERR1630031	10229820	1
ERR1630032	73715573	129
ERR1630032	201381687	6
ERR1630032	200553511	7
ERR1630032	386134231	10
ERR1630032	397508179	4
ERR1630032	886044712	127
ERR1630032	10229820	80
ERR1630034	397508169	1
ERR1630034	397508181	1
ERR1630034	73715573	1
ERR1630034	146463120	1
ERR1630034	397508217	1
ERR1630034	1800088	1
ERR1630034	397508174	1
ERR1630034	397508171	2
ERR1630034	397508172	2
ERR1630034	886044712	1
ERR1630035	34010645	2
ERR1630035	73715573	72
ERR1630035	386134231	2
ERR1630035	397508179	1
ERR1630035	397508178	1
ERR1630035	886044712	72
ERR1630035	10229820	50
ERR1630036	73715573	37
ERR1630036	144055758	1
ERR1630036	397508179	2
ERR1630036	397508178	1
ERR1630036	886044712	40
ERR1630036	10229820	23
ERR1630037	121908748	2
ERR1630037	34010645	1
ERR1630037	73715573	133
ERR1630037	121908796	2
ERR1630037	1057516646	6
ERR1630037	386134231	13
ERR1630037	397508179	1
ERR1630037	886044712	145
ERR1630037	10229820	82
ERR1630038	73715573	30
ERR1630038	386134231	1
ERR1630038	886044712	30
ERR1630038	10229820	23
ERR1630039	73715573	318
ERR1630039	201381687	4
ERR1630039	386134231	1
ERR1630039	886044712	327
ERR1630039	10229820	110
ERR1630040	73715573	11
ERR1630040	886044712	11
ERR1630040	10229820	4
ERR1630041	121909025	1
ERR1630041	397508291	1
ERR1630041	73715573	72
ERR1630041	200337193	1
ERR1630041	397508681	1
ERR1630041	386134231	3
ERR1630041	886044712	72
ERR1630041	10229820	34
ERR1630042	193922499	3
ERR1630042	73715573	210
ERR1630042	397508179	3
ERR1630042	397508178	1
ERR1630042	886044712	211
ERR1630042	10229820	116
ERR1630043	73715573	77
ERR1630043	1057516646	1
ERR1630043	144055758	4
ERR1630043	121908767	4
ERR1630043	386134231	9
ERR1630043	1800112	4
ERR1630043	397508179	2
ERR1630043	886044712	77
ERR1630043	10229820	33
ERR1630044	150683293	4
ERR1630044	397508181	1
ERR1630044	397508182	1
ERR1630044	397508184	1
ERR1630044	397508185	1
ERR1630044	73715573	100
ERR1630044	1057516646	3
ERR1630044	201381687	1
ERR1630044	386134231	8
ERR1630044	397508179	2
ERR1630044	397508178	1
ERR1630044	886044712	96
ERR1630044	10229820	48
ERR1630046	73715573	41
ERR1630046	73215912	12
ERR1630046	397508179	1
ERR1630046	886044712	39
ERR1630046	10229820	13
ERR1630047	34010645	1
ERR1630047	73715573	87
ERR1630047	1057516646	1
ERR1630047	386134231	5
ERR1630047	397508179	1
ERR1630047	886044712	96
ERR1630047	10229820	52
ERR1630048	75115087	1
ERR1630048	397508411	1
ERR1630048	371815480	1
ERR1630048	1057516527	1
ERR1630048	1800104	1
ERR1630048	146521846	1
ERR1630048	193922508	1
ERR1630048	138338446	1
ERR1630048	397508165	1
ERR1630048	193922505	1
ERR1630048	145449046	1
ERR1630048	11971167	1
ERR1630048	397508421	1
ERR1630048	121908811	2
ERR1630048	139304906	1
ERR1630048	55773134	1
ERR1630048	150020260	1
ERR1630048	672601315	2
ERR1630048	397508561	2
ERR1630048	121909025	1
ERR1630048	121909023	1
ERR1630048	145540754	1
ERR1630048	150914702	1
ERR1630048	121908754	1
ERR1630048	201864483	1
ERR1630048	397508188	1
ERR1630048	397508501	2
ERR1630048	387906371	4
ERR1630048	55831234	1
ERR1630048	121908799	1
ERR1630048	73715573	65
ERR1630048	121908796	2
ERR1630048	10234329	1
ERR1630048	79282516	1
ERR1630048	17140308	1
ERR1630048	397508710	4
ERR1630048	397508712	1
ERR1630048	145545286	1
ERR1630048	397508413	1
ERR1630048	1060503163	2
ERR1630048	121908750	1
ERR1630048	143486492	1
ERR1630048	201885470	1
ERR1630048	150494700	1
ERR1630048	397508441	1
ERR1630048	372610364	1
ERR1630048	146463120	1
ERR1630048	149790377	1
ERR1630048	213950	1
ERR1630048	397508215	1
ERR1630048	397508741	1
ERR1630048	397508211	1
ERR1630048	121908746	2
ERR1630048	143218779	1
ERR1630048	1039221071	4
ERR1630048	397508518	1
ERR1630048	148173473	1
ERR1630048	397515498	1
ERR1630048	144055758	1
ERR1630048	148783445	2
ERR1630048	193922516	1
ERR1630048	121908763	1
ERR1630048	121908764	1
ERR1630048	397508318	1
ERR1630048	121909045	1
ERR1630048	121909044	1
ERR1630048	121909043	1
ERR1630048	121909041	1
ERR1630048	397508311	1
ERR1630048	397508317	1
ERR1630048	1057516970	1
ERR1630048	397508814	1
ERR1630048	143456784	1
ERR1630048	397508141	3
ERR1630048	180783619	2
ERR1630048	397508661	1
ERR1630048	755416052	2
ERR1630048	397508135	2
ERR1630048	397508217	2
ERR1630048	139573311	1
ERR1630048	397508351	1
ERR1630048	201958172	1
ERR1630048	397508715	4
ERR1630048	369326781	1
ERR1630048	886061954	1
ERR1630048	1800501	2
ERR1630048	397508671	1
ERR1630048	149353983	1
ERR1630048	148878126	1
ERR1630048	121908804	3
ERR1630048	397508174	1
